"expediente","producto","titular","registrosanitario","fechaexpedicion","fechavencimiento","estadoregistro","expedientecum","consecutivocum","cantidadcum","descripcioncomercial","estadocum","fechaactivo","fechainactivo","muestramedica","unidad","atc","descripcionatc","viaadministracion","concentracion","principioactivo","unidadmedida","cantidad","unidadreferencia","formafarmaceutica","nombrerol","tiporol","modalidad","ium"
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","2","8","BLISTER DE PVC/ALUMINIO POR 4 TABLETAS. EN CAJA POR 8 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20095530","PIRIDOXINA 50 MG TABLETAS","SALUSPHARMA LABS S.A.S","INVIMA 2021M-0016365-R1","2015 Oct 09 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20095530","5","100","CAJA POR 100 TABLETAS EN 10 BLISTER PVC TRANSPARENTE/ ALUMINIO POR 10 TABLETAS CADA UNO.","Activo","08/25/2015","04/01/2021","No","U","A11HA02","PIRIDOXINA (VIT B6)","ORAL","A","PIRIDOXINA CLORHIDRATO","mg","50","TABLETA","TABLETA RECUBIERTA","NUTRI MACK S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20067345","XTANDI® 40 MG","ASTELLAS PHARMA US. INC.","INVIMA 2021M-0016850-R1","2016 Feb 22 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20067345","1","120","IUM:1E1033301000101 CAJA DE CARTON CON BLISTER DE PVC/PCTFE/ALU EN BOLSA DE ALUMINIO POR 120 CÁPSULAS BLANDAS","Activo","07/16/2015",,"No","U","L02BB04","ENZALUTAMIDA","ORAL","A","ENZALUTAMIDA","mg","40","CADA CAPSULA BLANDA","CAPSULA BLANDA","ASTELLAS FARMA COLOMBIA SAS","IMPORTADOR","IMPORTAR Y VENDER","1E1033301000101"
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","24","36","CAJA PLEGADIZA POR 36 TABLETAS QUE CONTIENE 12 BLÍSTER EN PVC -ALUMINIO POR 3 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","250","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19961383","OXACILINA 1 G","COLMED LTDA","INVIMA 2021M-0005027-R2","2005 Nov 16 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19961383","2","1","CAJA POR 1 FRASCO DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO","Activo","02/01/2016","10/01/2021","No","U","J01CF04","OXACILINA","INTRAVENOSA","A","OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE","g","1","VIAL","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE","VITROFARMA S.A. (PLANTA 1)","FABRICANTE","FABRICAR Y VENDER",
"50888","RISPERDAL 1MG / ML","JANSSEN CILAG S.A.","INVIMA 2020M-013435-R2","1999 Aug 29 12:00:00 AM","2020 Jan 21 12:00:00 AM","En tramite renov","50888","6","100","PRESENTACION COMERCIAL FRASCO DE VIDRIO POR 100 ML CON GOTERO DOSIFICADOR. EN CAJA DE CARTON","Inactivo","10/05/2013","02/10/2015","No","ml","N05AX08","RISPERIDONA","ORAL","B","RISPERIDONA","mg","100","CADA 100 ML DE SOLUCIÒN ORAL","SOLUCION ORAL","JANSSEN CILAG S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"1980022","IBUPROFENO TABLETAS RECUBIERTAS X 600 MG","GENFAR S.A","INVIMA 2021M-015017-R3","1999 Jan 01 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","1980022","8","600","CAJA POR 600 TABLETAS RECUBIERTAS EN BLISTER PVC / ALUMINIO","Activo","09/11/2013","04/01/2021","No","U","M01AE01","IBUPROFENO","ORAL","A","IBUPROFENO DE COMPRESION DIRECTA DEL 66%909.091 MGEQUIVALENTE A IBUPROFENO","mg","600","TABLETA RECUBIERTA","TABLETA RECUBIERTA","GRANULES INDIA LIMITED","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19961383","OXACILINA 1 G","COLMED LTDA","INVIMA 2021M-0005027-R2","2005 Nov 16 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19961383","5","50","CAJA POR 50 FRASCOS DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO","Activo","02/01/2016","10/01/2021","No","U","J01CF04","OXACILINA","INTRAVENOSA","A","OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE","g","1","VIAL","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE","VITROFARMA S.A. (PLANTA 1)","FABRICANTE","FABRICAR Y VENDER",
"20047996","IPCA PANTODEX DR - 40","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","INVIMA 2020M-0015437 R1","2014 Nov 21 12:00:00 AM","2019 Dec 16 12:00:00 AM","En tramite renov","20047996","7","14","CAJA POR 14 TABLETAS EN BLISTER ALU-ALU POR 7 TABLETAS","Activo","10/02/2014",,"No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP","mg","40","CADA TABLETA DE LIBERACION RETARDADA","TABLETA DE LIBERACION RETARDADA","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","IMPORTADOR","IMPORTAR Y VENDER",
"20070750","AVANTIUM 30MG TABLETAS","NEVOX FARMA S.A.S.","INVIMA 2020M-0015485-R1","2014 Dec 01 12:00:00 AM","2019 Dec 23 12:00:00 AM","En tramite renov","20070750","13","4","MUESTRA MEDICA:BLISTER PVC/PVDC/ALUM TRANSPARENTESIN DATOPORSIN DATO4 TABLETAS.","Activo","11/21/2014",,"Si","U","H02AB13","DEFLAZACORT","ORAL","A","DEFLAZACORT","mg","30","TABLETA","TABLETA","LABORATORIOS LEGRAND S.A.","FABRICANTE","FABRICAR Y VENDER",
"19955577","GLUCONITRIN D","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2021M-0004867-R2","2005 Oct 14 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19955577","4","120","CAJA POR 30 SOBRES POR 4 G. CADA UNO EN SACHET DE ALU/ALU TIPO POUCH EN CAJA PLEGADIZA DE CARTULINA.","Activo","03/20/2007",,"No","g","M01AX05","GLUCOSAMINA","ORAL","D","GLUCOSAMINA SULFATO","g","37,5","100 G.","POLVO PARA RECONSTITUIR A SOLUCION ORAL","GONHER FARMACEUTICA LTDA.","FABRICANTE","FABRICAR Y VENDER",
"20079010","ALDRIFRESS TABLETAS MASTICABLES.","ALDRISTON FARMACEUTICA DE COLOMBIA LTDA","INVIMA 2021M-0016520-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20079010","2","24","CAJA X 24 TABLETAS MASTICABLES EN 4 BLISTER ALUMINIO IMPRESO /PVDC TRANSPARENTE X 6 TABLETAS MASTICABLES CADA UNO.","Activo","03/18/2015","04/01/2021","No","U","R02AD01","BENZOCAINA","ORAL","A","CLORURO DECETILPIRIDINIO","mg","1,4","TABLETA MASTICABLE","TABLETA MASTICABLE","QUIMICA PATRIC LIMITADA","FABRICANTE","FABRICAR Y VENDER",
"20067986","FLEET® ENEMA","C.B FLEET COMPANY. INC","INVIMA 2019M-0015537-R1","2014 Dec 12 12:00:00 AM","2024 Nov 30 12:00:00 AM","En tramite renov","20067986","2","133","MUESTRA MEDICA: FRASCO DE POLIETILENO DE BAJA DENSIDAD CON APLICADOR POR 133ML","Activo","01/06/2016",,"Si","ml","A06AG01","SODIO FOSFATO","RECTAL","A","FOSFATO DE SODIO DIBASICO","g","6","100 ML","SOLUCION PARA ADMINISTRAR POR VIA RECTAL","AXON PHARMA S.A.S.","IMPORTADOR","IMPORTAR Y VENDER",
"20083483","FLUDARABINA","LABORATORIO KEMEX S.A","INVIMA 2021M-0016859-R1","2016 Feb 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20083483","2","5","CAJA PLEGADIZA CON 5 FRASCOSSIN DATOAMPOLLA DESIN DATOVIDRIO TIPO I. INCOLORO CON TAPÓN ELASTOMERICO DE BROMOBUTILO Y PRECINTO FLIP OFF.","Activo","02/17/2016",,"No","U","L01BB05","FLUDARABINA","INTRAVENOSA","A","FLUDARABINA FOSFATO","mg","50","FRASCO AMPOLLA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE","LABORATORIO KEMEX S.A","FABRICANTE","IMPORTAR Y VENDER",
"20064597","FEMAVEN® 500 MG","KERN PHARMA S.L","INVIMA 2019M-0015235-R1","2014 Aug 19 12:00:00 AM","2024 Dec 17 12:00:00 AM","En tramite renov","20064597","3","10","CAJA CON BLÍSTER PVC/ALUMINIO POR 10 TABLETAS RECUBIERTAS","Activo","10/10/2018",,"No","U","C05CA53","DIOSMIN COMBINACIONES","ORAL","A","FRACCION FLAVONOICA PURIFICADA Y MICRONIZADA(CONTENIENDO: DIOSMINA (90%) 450 MG Y FLAVONOIDES EXPRESADOS COMO HESPERIDINA (10%) 50 MG)","mg","500","TABLETA RECUBIERTA","TABLETA RECUBIERTA","CALIER FARMACEUTICA DE COLOMBIA S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"20096686","SULMIC® 250 MG/ 5ML POLVO PARA SUSPENSION ORAL.","JOINPHARM S.A.S","INVIMA 2021M-0016700-R1","2015 Dec 15 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20096686","1","1","CAJA PLEGADIZA CON FRASCO DE VIDRIO AMBAR TIPO III DE 60 ML MAS TAPA PLASTICA BLANCA","Activo","12/10/2015","04/01/2021","No","U","J01CR04","SULTAMICILINA","ORAL","B","SULTAMICILINA BASE","g","5","71.51 G. DE POLVO PARA RECONSTITUR A 100 ML","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","SYNTOFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19919875","OVALE® CHAMPU","PHARMADERM S.A.","INVIMA 2023M-0000469-R3","2001 Aug 13 12:00:00 AM","2023 Feb 22 12:00:00 AM","En tramite renov","19919875","1","1","FRASCOS PLASTICOS DE PVC RIGIDO CON TAPA DISC-TOP DE POLIPROPILENO CON 50 ML","Inactivo","11/10/2006","09/26/2011","No","U","D01AC08","KETOCONAZOL","TOPICA (EXTERNA)","B","KETOCONAZOL","g","2","100 ML","EMULSION (CHAMPOO)","LABORATORIOS COASPHARMA - SOCIEDAD COASPHARMA S.A.S. (PLANTA RICAURTE)","FABRICANTE","FABRICAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","30","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 8.0M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"47618","DICLOFENACO SODICO50MG TABLETAS","ANGLOPHARMA S.A.","INVIMA 2021M-000007-R3","1995 Feb 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","47618","3","30","CAJA X 30 TABLETAS RECUBIERTAS. EN BLÍSTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS RECUBIERTAS.","Activo","01/21/2016",,"No","U","M01AB05","DICLOFENACO","ORAL","A","DICLOFENACO SÓDICO","mg","50","TABLETA RECUBIERTA","TABLETA RECUBIERTA","ANGLOPHARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20047996","IPCA PANTODEX DR - 40","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","INVIMA 2020M-0015437 R1","2014 Nov 21 12:00:00 AM","2019 Dec 16 12:00:00 AM","En tramite renov","20047996","17","7","MUESTRA MEDICA: CAJA POR 7 TABLETAS EN BLISTER ALU-ALU POR 7 TABLETAS","Activo","10/02/2014",,"Si","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP","mg","40","CADA TABLETA DE LIBERACION RETARDADA","TABLETA DE LIBERACION RETARDADA","IPCA LABORATORIES LIMITED","FABRICANTE","IMPORTAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","3","10","CAJA POR 10 CAPSULAS EN BLISTER PVC / ALUMINIO.","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","NOSCH LABS PRIVATE LIMITED","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20017916","CONTUMAX® POLVO","ASOFARMA DE MEXICO S.A. DE C.V.","INVIMA 2021M-0011380-R2","2010 Sep 22 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20017916","4","15","CAJA X 15 SOBRES DE 17 G CADA UNO","Activo","10/07/2015",,"No","U","A06AD15","MACROGOL","ORAL","D","POLIETILENGLICOL 3350","g","100","100G","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","EMIFARMAS.A. DE C..V.","FABRICANTE","IMPORTAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","2","1","PLEGADIZA POR 24 TABLETAS QUE CONTIENE 2 BLISTER POR 12 TABLETAS","Activo","06/03/2015",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","250","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20063717","MERAVILL®","ANZG LTDA","INVIMA 2014M-0015055","2014 Jun 03 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20063717","4","30","CAJA X 30 CÁPSULAS EN BLISTERSIN DATOEN PVC-PVDC TRANSPARENTE /ALUMINIO ENSIN DATOBLISTER PORSIN DATO10SIN DATOCÁPSULAS CADA UNA.SIN DATOPROTEGIDO CON BOLSA LAMINADA POUCH PROLAM 200.","Activo","05/22/2014","03/06/2024","No","U","M01AB11","ACEMETACINA","ORAL","A","ACEMETACINA","mg","60","CÁPSULA DURA","CAPSULA DURA","BLISTECO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20004014","ZETYGRIP 4","COMERCIALIZADORA RUECAM S.A.S.","INVIMA 2020M-0010761-R1","2010 May 03 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","20004014","2","50","ESTUCHE DE CARTON POR 50 CAPSULAS (5 BLISTER)","Activo","03/30/2009",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CETIRIZINA CLORHIDRATO","mg","5,12",,"CAPSULA DURA","LABORATORIOS DEMAC LTDA.","FABRICANTE","FABRICAR Y VENDER",
"19990978","QUETIAPINA 100 MG TABLETA RECUBIERTA","COLOMBIANA DE SUMINISTROS MEDICOS HOSPITALARIOS LTDA - COLMED LTDA","INVIMA 2023M-0009016-R1","2008 Dec 18 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","19990978","7","30","CAJA POR 30 TABLETAS EN EMPAQUE INDIVIDUAL TIPO BLÍSTER PVC-PVDC BLANCO / FOIL ALUMINIO. POR 15 TABLETAS CADA UNO","Activo","09/19/2008",,"No","U","N05AH04","QUETIAPINA","ORAL","A","QUETIAPINA FUMARATO EQUIVALENTE A QUETIAPINA BASE","mg","100","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","8","10","CAJA X 10 CÁPSULAS EN BLISTER ALUMINIO/PVC POR 10 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","NOSCH LABS PVT. LTD.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"27076","MICROGYNON 30","ADIUM SAS","INVIMA 2021M-000145-R5","1999 Jan 01 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","27076","2","1050","PRESENTACIÓN INSTITUCIONAL: CAJA POR 50 BLISTERS PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS CADA UNO","Inactivo","11/10/2006",,"No","U","G03FA11","LEVONORGESTREL Y ESTROGENO","ORAL","A","ETINILESTRADIOL","mg","0,03","GRAGEA.","TABLETA CUBIERTA (GRAGEA)","BAYER S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","5","20","CAJA POR 20 CAPSULAS EN BLISTER PVC / ALUMINIO EN SOBRE POUCH.","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","1","14","CAJA X 14 CÁPSULAS EN BLISTER DE ALUMINIO/PVC POR 7 CÁPSULAS CADA UNO.","Inactivo","11/10/2006","09/14/2011","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"59096","OMEPRAZOL 40 MG","PROCAPS S.A.","INVIMA 2021M-000341-R3","1999 Dec 20 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","59096","4","30","CAJA X 30 CÁPSULAS DURAS. EN BLÍSTER PVC INCOLORO TRANSPARENTE/ALUMINIO POR 10 CÁPSULAS DURAS CADA UNO.","Activo","11/10/2006",,"No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS *(85.5MG/G) 468 MG. EQUIVALENTES A OMEPRAZOL","mg","40","CÁPSULA DURA","CAPSULA DURA","PROCAPS S.A.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"20072221","FLEXIMAX® NAP TABLETA RECUBIERTA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2019M-0015541-R1","2014 Dec 12 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20072221","7","2","MUESTRA MÉDICA: CAJA X 2 TABLETAS RECUBIERTAS. EN BLÍSTER ALUMINIO/ALUMINIO X 2 TABLETAS RECUBIERTAS.","Activo","11/21/2014",,"Si","U","M03BX51","COMBINACIONES TIOCOLCHICOSIDO","ORAL","A","TIOCOLCHICÓSIDO","mg","4","TABLETA RECUBIERTA","TABLETA CUBIERTA CON PELICULA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"226424","AKATINOL ®10 MG TABLETAS RECUBIERTAS","MERZ PHARMACEUTICALS GMBH","INVIMA 2020 M-14124 R2","1999 Jan 01 12:00:00 AM","2020 Mar 02 12:00:00 AM","En tramite renov","226424","10","56","USO INSTITUCIONAL:CAJA POR 56 TABLETAS RECUBIERTAS EN BLISTER PP/ALUMINIO","Inactivo","04/14/2015",,"No","U","N06DX01","MEMANTINA","ORAL","A","MEMANTINA CLORHIDRATO","mg","10","TABLETA RECUBIERTA","TABLETA RECUBIERTA","CADI ASESORES S.A.S","IMPORTADOR","IMPORTAR Y VENDER",
"20066350","EUMOXINA TABLETAS","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2020M-0015491-R1","2014 Dec 01 12:00:00 AM","2019 Dec 23 12:00:00 AM","En tramite renov","20066350","5","30","CAJA X 30 TABLETAS EN BLISTER (PVC AMARILLO / ALUMINIO) POR 10 TABLETAS.","Activo","03/20/2014","09/12/2014","No","U","J01CA04","AMOXICILINA","ORAL","A","AMOXICILINA PRECOMPACTADA TRIHIDRATO EQUIVALENTE A AMOXICILINA ANHIDRA","mg","500","TABLETA","TABLETA","GONHER FARMACEUTICA LTDA.","FABRICANTE","FABRICAR Y VENDER",
"20015448","OQ-SEE ®","OFTALMOQUIMICA S.A.","INVIMA 2021M-0011102-R2","2010 Jul 19 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","20015448","1","15","FRASCO DE POLIETILENO DE BAJA DENSIDAD POR 15 ML CON SUBTAPA CAPILAR ALATHON Y TAPA SE POLIPROPILENO.","Activo","04/26/2010",,"No","ml","A11AA03","MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES","CONJUNTIVAL","C","ALCOHOL POLIVINILICO","mg","12","ML DE SOLUCION OFTALMICA","SOLUCION OFTALMICA","VITALIS S.A. C.I. (PLANTA 6)","FABRICANTE","FABRICAR Y VENDER",
"20086950","CARVEDILOL 12.5 MG TABLETA RECUBIERTA.","LABORATORIOS LA SANTÉ S.A.","INVIMA 2016M-0017066","2016 May 18 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20086950","6","60","USO INSTITUCIONAL: CAJA POR 60 TABLETAS RECUBIERTAS EN BLÍSTER TRIFLEX II (PP/AL/PVC/PVDC)/ALUMINIO.","Inactivo","04/23/2015",,"No","U","C07AG02","CARVEDILOL","ORAL","A","CARVEDILOL","mg","12,5","TABLETA RECUBIERTA","TABLETA RECUBIERTA","LABORATORIOS LA SANTÉ S.A.","FABRICANTE","FABRICAR Y VENDER",
"20100275","GAZU.","COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.","INVIMA 2023M-0017383-R1","2016 Oct 19 12:00:00 AM","2021 Nov 09 12:00:00 AM","En tramite renov","20100275","7","28","CAJA POR 28 TABLETAS ENSIN DATOBLISTER TRIFLEX II (PP/ALU/PVC/PVDC)/ALUMINIO","Activo","12/13/2019",,"No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE","mg","40","CAPSULA","CAPSULA DURA","SPANSULES FORMULATIONS","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER","1P1040661000101"
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","7","8","CAJA PLEGADIZA POR 8 TABLETAS QUE CONTIENE 4 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","26","50","CAJA POR 50 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20017916","CONTUMAX® POLVO","ASOFARMA DE MEXICO S.A. DE C.V.","INVIMA 2021M-0011380-R2","2010 Sep 22 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20017916","1","1","SOBRE POR 17 G","Inactivo","07/06/2010","10/07/2015","No","U","A06AD15","MACROGOL","ORAL","D","POLIETILENGLICOL 3350","g","100","100G","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","ADIUM S.A.S","IMPORTADOR","IMPORTAR Y VENDER",
"20100275","GAZU.","COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.","INVIMA 2023M-0017383-R1","2016 Oct 19 12:00:00 AM","2021 Nov 09 12:00:00 AM","En tramite renov","20100275","4","120","CAJA POR 120 TABLETAS EN FOIL DE ALUMINIO","Inactivo","02/24/2016","12/13/2019","No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE","mg","40","CAPSULA","CAPSULA DURA","COMERCIALIZADORA RUECAM S.A.S.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"20015448","OQ-SEE ®","OFTALMOQUIMICA S.A.","INVIMA 2021M-0011102-R2","2010 Jul 19 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","20015448","1","15","FRASCO DE POLIETILENO DE BAJA DENSIDAD POR 15 ML CON SUBTAPA CAPILAR ALATHON Y TAPA SE POLIPROPILENO.","Activo","04/26/2010",,"No","ml","A11AA03","MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES","CONJUNTIVAL","C","VITAMINA A HIDROSOLUBLE","IU","5000","ML DE SOLUCION OFTALMICA","SOLUCION OFTALMICA","VITALIS S.A. C.I. (PLANTA 6)","FABRICANTE","FABRICAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","6","6","CAJA PLEGADIZA POR 6 TABLETAS QUE CONTIENE 3 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
