"expediente","producto","titular","registrosanitario","fechaexpedicion","fechavencimiento","estadoregistro","expedientecum","consecutivocum","cantidadcum","descripcioncomercial","estadocum","fechaactivo","fechainactivo","muestramedica","unidad","atc","descripcionatc","viaadministracion","concentracion","principioactivo","unidadmedida","cantidad","unidadreferencia","formafarmaceutica","nombrerol","tiporol","modalidad","ium"
"20025076","VALNOC® 2 MG TABLETAS RECUBIERTAS","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2021M-0012217-R2","2011 May 26 12:00:00 AM","1900 Jan 01 12:00:00 AM","En tramite renov","20025076","17","90","CAJA PLEGADIZA POR 90 TABLETAS EN BLISTER ACLAR TRANSPARENTE/ALUMINIO","Activo","06/28/2013",,"No","U","N05CF04","ESZOPICLONA","ORAL","A","ESZOPICLONA","mg","2","TABLETA RECUBIERTA","TABLETA RECUBIERTA","LABORATORIOS SYNTHESIS S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19948887","MICROGYNON® 30 CD","ADIUM SAS","INVIMA 2020M-0003865-R2","2004 Oct 12 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","19948887","1","28","CAJA CON UN BLISTER (PVC/ALUMINIO) X 28 GRAGEAS (21 GRAGEAS ACTIVAS Y 7 GRAGEAS PLACEBOS)","Activo","11/10/2006",,"No","U","G03AA07","LEVONORGESTREL Y ETINILESTRADIOL","ORAL","A","LEVONORGESTREL","mg","0,15","GRAGEA ACTIVA","TABLETA CUBIERTA (GRAGEA)","LABORATORIOS LEON FARMA S.A.","FABRICANTE","IMPORTAR Y VENDER",
"19949514","TRIFAMOX IBL DUO® SUSPENSIÓN","LABORATORIOS BAGO DE COLOMBIA S.A.S.","INVIMA 2021M-0004127-R2","2005 Feb 03 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19949514","7","1","CAJA CON FRASCO EN PEAD PARA RECONSTITUIR A 120 ML DE SUSPENSION + JERINGA DOSIFICADORA","Inactivo","11/10/2006","09/24/2015","No","U","J01CR02","AMOXICILINA Y BETA-LACTAMASA INHIBIDOR","ORAL","E","AMOXICILINA TRIHIDRATO","g","20","50 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSIÓN ORAL","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","SYNTOFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20079010","ALDRIFRESS TABLETAS MASTICABLES.","ALDRISTON FARMACEUTICA DE COLOMBIA LTDA","INVIMA 2021M-0016520-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20079010","5","168","CAJA X 168 TABLETAS MASTICABLES EN 28 BLISTER ALUMINIO IMPRESO /PVDC TRANSPARENTE X 6 TABLETAS MASTICABLES CADA UNO.","Activo","03/18/2015","04/01/2021","No","U","R02AD01","BENZOCAINA","ORAL","A","BENZOCAINA","mg","10","TABLETA MASTICABLE","TABLETA MASTICABLE","QUIMICA PATRIC LIMITADA","FABRICANTE","FABRICAR Y VENDER",
"20100275","GAZU.","COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.","INVIMA 2023M-0017383-R1","2016 Oct 19 12:00:00 AM","2021 Nov 09 12:00:00 AM","En tramite renov","20100275","2","28","CAJA POR 28 TABLETAS EN FOIL DE ALUMINIO","Inactivo","02/24/2016","12/13/2019","No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE","mg","40","CAPSULA","CAPSULA DURA","LABORATORIOS DEMAC LIMITADA","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19940718","CLOBELAC EMULSION TOPICA","PHARMADERM S.A.","INVIMA 2020M-0002957-R2","2003 Dec 09 12:00:00 AM","2019 Dec 23 12:00:00 AM","En tramite renov","19940718","4","1","CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 30ML.","Activo","11/10/2006",,"No","U","D07AD01","CLOBETASOL","TOPICA (EXTERNA)","D","CLOBETASOLPROPIONATO","g","0,05","100 GRAMOS","CREMA TOPICA","COLOMPACK S.A.","FABRICANTE","FABRICAR Y VENDER",
"19950499","SEPTANEST CON ADRENALINA 1/200.000","SEPTODONT O SEPTODONT SAS O SPECIALITES SEPTODONT","INVIMA 2021M-0004432-R2","2005 May 12 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19950499","2","1","CAJA CON 50 CARTUCHOS DE VIDRIO TIPO I POR 1.8 ML","Activo","04/07/2016",,"No","U","N01BB58","ARTICAINA COMBINACIONES","INFILTRATIVA - LOCAL","A","ADRENALINA BASE COMO TARTRATO","mg","0,009","CARTUCHO DE 1.8ML","SOLUCION INYECTABLE","IMPORTACIONES DENTAL UNIVERSITARIO S.A","IMPORTADOR","IMPORTAR Y VENDER",
"19998786","MELOXICAM 15 MG/1.5 ML SOLUCIÓN INYECTABLE","VITALIS S.A.C.I.","INVIMA 2009M-0009793","2009 Jul 02 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","19998786","12","2","CAJA POR 2 AMPOLLAS DE VIDRIO TIPO I POR 1.5 ML","Activo","04/27/2017",,"No","U","M01AC06","MELOXICAM","INTRAMUSCULAR","A","MELOXICAM","mg","15","AMPOLLA POR 1.5 ML","SOLUCION INYECTABLE","VITALIS S.A. C.I. PLANTA 8","FABRICANTE","FABRICAR Y VENDER",
"27076","MICROGYNON 30","ADIUM SAS","INVIMA 2021M-000145-R5","1999 Jan 01 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","27076","3","21","MUESTRA MÉDICA: CAJA CON UN BLISTER PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS","Activo","03/12/2016",,"Si","U","G03FA11","LEVONORGESTREL Y ESTROGENO","ORAL","A","LEVONORGESTREL","mg","0,15","GRAGEA.","TABLETA CUBIERTA (GRAGEA)","ADIUM SAS","IMPORTADOR","IMPORTAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","35","48","CAJA PLEGADIZA POR 48 TABLETAS QUE CONTIENE 12 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","5","5","SOBRE POR 5 CAPSULASIN DATOEN BLISTER PVC/ALUMINIO","Activo","09/14/2012","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CETIRIZINA CLORHIDRATO","mg","5","CAPSULA","CAPSULA DURA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","5","5","SOBRE POR 5 CAPSULASIN DATOEN BLISTER PVC/ALUMINIO","Activo","09/14/2012","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20088765","VALSARTAN 40 MG TABLETAS RECUBIERTAS","HETERO LABS LIMITED","INVIMA 2015M-0016477","2015 Oct 30 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20088765","2","100","CAJA X 10 BLISTER X 10 TABLETAS C/U","Activo","06/02/2015",,"No","U","C09CA03","VALSARTAN","ORAL","A","VALSARTAN","mg","40","TABLETA RECUBIERTA","TABLETA RECUBIERTA","SEVEN PHARMA COLOMBIA S.A.S.","IMPORTADOR","IMPORTAR Y VENDER",
"20098771","TRIMEBUTINA 200 MG + SIMETICONA 120 MG","COLMED LTDA","INVIMA 2021M-0016780-R1","2016 Feb 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20098771","6","30","CAJA POR 30SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO.","Activo","11/06/2015",,"No","U","A03AX13","SILICONAS","ORAL","A","SIMETICONA","mg","120","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20089480","FUNGYKRON® CREMA","BD FARMA S.A.S.","INVIMA 2021M-0016745-R1","2016 Jan 20 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20089480","1","1","CAJA PLEGADIZA CON TUBO COLAPSIBLESIN DATODE ALUMINIO MAS TAPA Y LINER POR 20 G","Activo","07/07/2015",,"No","U","D07CC01","BETAMETASONA Y ANTIBIOTICOS","TOPICA (EXTERNA)","D","NEOMICINA SULFATO 0.7390 G. EQUIVALENTE A NEOMICINA BASE","g","0,5","SIN DATO","CREMA TOPICA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER","2B1005401015100"
"27407","LASIX® 40 MG TABLETAS","SANOFI-AVENTIS DE COLOMBIA S.A.","INVIMA 2021M-00181-R4","1995 Oct 03 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","27407","4","24","CAJA POR 24 TABLETAS EN BLISTER PVC VERDE/ALUMINIO.","Activo","11/10/2006",,"No","U","C03CA01","FUROSEMIDA","ORAL","A","FUROSEMIDA","mg","40","TABLETA","TABLETA","SANOFI-AVENTIS DE COLOMBIA S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"20077634","CLOXIDIN®","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2020M-0015720-R1","2015 Feb 20 12:00:00 AM","2020 Mar 10 12:00:00 AM","En tramite renov","20077634","2","1","USO INSTITUCIONAL: CAJA CON UN FRASCO PEAD COLOR NATURAL X 40.8 G DE POLVO PARA RECONSTITUIR A 80 ML DE SUSPENSIÓN ORAL. TAPA PP BLANCA.","Inactivo","02/14/2015","06/16/2020","No","U","J01CF01","DICLOXACILINA","ORAL","E","DICLOXACILINA SÓDICA MONOHIDRATO 5.5 G EQUIVALENTES A DICLOXACILINA","g","5","51 G DE POLVO PARA RECONSTITUIR A 100 ML SUSPENSIÓN ORAL","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","GONHER FARMACEUTICA LTDA.","FABRICANTE","FABRICAR Y VENDER",
"27076","MICROGYNON 30","ADIUM SAS","INVIMA 2021M-000145-R5","1999 Jan 01 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","27076","2","1050","PRESENTACIÓN INSTITUCIONAL: CAJA POR 50 BLISTERS PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS CADA UNO","Inactivo","11/10/2006",,"No","U","G03FA11","LEVONORGESTREL Y ESTROGENO","ORAL","A","ETINILESTRADIOL","mg","0,03","GRAGEA.","TABLETA CUBIERTA (GRAGEA)","LABORATORIOS LEON FARMA S.A.","FABRICANTE","IMPORTAR Y VENDER",
"19943616","SUPRIBAC F® TABLETAS","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2021M-0003251-R3","2004 Apr 12 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19943616","3","250","CAJA X 250 TABLETAS REBUBIENTAS. EN BLÍSTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS RECUBIERTAS.","Activo","11/10/2006","04/01/2021","No","U","J01EE01","SULFAMETOXAZOL Y TRIMETOPRIM","ORAL","A","TRIMETOPRIM","mg","160","TABLETA RECUBIERTA","TABLETA RECUBIERTA","SERVICIO TECNICO GONHER FARMACEUTICA LTDA.","FABRICANTE","FABRICAR Y VENDER",
"19948772","DICLOVERT 500 MG CÁPSULAS","INVERSIONES COMERFAR LTDA.","INVIMA 2021M-0004665-R2","2005 Aug 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948772","4","16","CAJA PLEGADIZA POR 16 CÁPSULAS EN FOIL PROLAM.","Inactivo","01/20/2016","12/21/2018","No","U","J01CF01","DICLOXACILINA","ORAL","A","DICLOXACILINA SÓDICA EQUIVALENTE A DICLOXACILINA BASE","mg","500","CÁPSULA","CAPSULA DURA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"226424","AKATINOL ®10 MG TABLETAS RECUBIERTAS","MERZ PHARMACEUTICALS GMBH","INVIMA 2020 M-14124 R2","1999 Jan 01 12:00:00 AM","2020 Mar 02 12:00:00 AM","En tramite renov","226424","3","7","CAJA POR 7 TABLETAS EN BLISTER PP / ALUMINIO.","Activo","11/10/2006",,"No","U","N06DX01","MEMANTINA","ORAL","A","MEMANTINA CLORHIDRATO","mg","10","TABLETA RECUBIERTA","TABLETA RECUBIERTA","CADI ASESORES S.A.S","IMPORTADOR","IMPORTAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","6","1","PRESENTACION COMERCIAL: BLISTER POR 1 CÁPSULA EN (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINA ANHIDRA","mg","30","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20097732","JUXTAPID CAPSULAS POR 10 MG","CHIESI FARMACEUTICI S.P.A.","INVIMA 2016M-0017329","2016 Sep 15 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20097732","1","28","CAJA X FRASCO PEAD CON TAPA DE PP POR 28 CÁPSULAS DURAS.","Activo","10/02/2015","01/18/2022","No","U","C10AX12","LOMITAPIDA","ORAL","A","LOMITAPIDE MESILATO EQUIVALENTE A LOMITAPIDE BASE","mg","10","CAPSULA DURA","CAPSULA DURA","CATALENT CTS. LLC","FABRICANTE","IMPORTAR Y VENDER",
"20100275","GAZU.","COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.","INVIMA 2023M-0017383-R1","2016 Oct 19 12:00:00 AM","2021 Nov 09 12:00:00 AM","En tramite renov","20100275","4","120","CAJA POR 120 TABLETAS EN FOIL DE ALUMINIO","Inactivo","02/24/2016","12/13/2019","No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE","mg","40","CAPSULA","CAPSULA DURA","SPANSULES FORMULATIONS","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","10","100","PRESENTACION COMERCIAL: PLEGADIZA POR 100 CÁPSULAS (20 BLISTER POR 5 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","FENILEFRINA CLORHIDRATO","mg","10","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","1","10","CAJA POR 10SIN DATOCAPSULAS EN 1 BLISTER PVC / ALUMINIO.","Activo","09/23/2009","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","FENILEFRINA CLORHIDRATO","mg","10","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20088765","VALSARTAN 40 MG TABLETAS RECUBIERTAS","HETERO LABS LIMITED","INVIMA 2015M-0016477","2015 Oct 30 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20088765","1","30","CAJASIN DATOX 1 FRASCO X 30 TABLETAS","Activo","06/02/2015",,"No","U","C09CA03","VALSARTAN","ORAL","A","VALSARTAN","mg","40","TABLETA RECUBIERTA","TABLETA RECUBIERTA","AKAR COLOMBIA S.A.S.","IMPORTADOR","IMPORTAR Y VENDER",
"32283","METRONIDAZOL 250 MG","PROCAPS S.A.","INVIMA 2020M-001648-R4","1999 Dec 24 12:00:00 AM","2020 Feb 10 12:00:00 AM","En tramite renov","32283","2","20","CAJA POR 20 CÁPSULAS EN BLISTER ALUMINIO/PVC POR 10 CÁPSULAS CADA UNO.","Activo","11/10/2006",,"No","U","P01AB01","METRONIDAZOL","ORAL","A","METRONIDAZOL BASE","mg","250","CAPSULA","CAPSULA BLANDA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19940718","CLOBELAC EMULSION TOPICA","PHARMADERM S.A.","INVIMA 2020M-0002957-R2","2003 Dec 09 12:00:00 AM","2019 Dec 23 12:00:00 AM","En tramite renov","19940718","1","1","CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 10ML.","Activo","11/10/2006",,"No","U","D07AD01","CLOBETASOL","TOPICA (EXTERNA)","D","CLOBETASOLPROPIONATO","g","0,05","100 GRAMOS","CREMA TOPICA","ARBOFARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20093444","BRONCOTIMOD ® SOLUCION","EUROETIKA SAS","INVIMA 2022M-0016467-R1","2015 Oct 26 12:00:00 AM","2021 Jan 01 12:00:00 AM","En tramite renov","20093444","1","1","FRASCO PET AMBAR X 120 ML EN CAJA DE CARTON CON JERINGA DOSIFICADORA","Activo","08/10/2015",,"No","U","L03AX05","PIDOTIMOD","ORAL","B","PIDOTIMOD","g","5,71","CADA 100 ML (CADA 7 ML DE SOLUCIÓN CONTIENEN 400 MG)","SOLUCION ORAL","ARBOFARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20013112","PERCLUSONE® SUSPENSION 150 MG / 5 ML","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2020M-0010563-R1","2010 Mar 18 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","20013112","1","60","CAJA CON UN FRASCO PET AMBAR POR 60 ML DE SUSPENSIÓN.","Activo","01/28/2010",,"No","ml","M01AE02","NAPROXENO","ORAL","B","NAPROXENO","g","3","100 ML","SUSPENSION ORAL","GONHER FARMACEUTICA LTDA PLANTA DE PRODUCCIÓN II","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","9","50","PRESENTACION COMERCIAL: PLEGADIZA POR 50 CÁPSULAS (10 BLISTER POR 5 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CETIRIZINA CLORHIDRATO","mg","5","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19955577","GLUCONITRIN D","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2021M-0004867-R2","2005 Oct 14 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19955577","1","100","CAJA POR 25 SOBRES POR 4 G. CADA UNO EN SACHET DE ALU/ALU TIPO POUCH EN CAJA PLEGADIZA DE CARTULINA.","Activo","11/10/2006",,"No","g","M01AX05","GLUCOSAMINA","ORAL","D","GLUCOSAMINA SULFATO","g","37,5","100 G.","POLVO PARA RECONSTITUIR A SOLUCION ORAL","GONHER FARMACEUTICA LTDA.","FABRICANTE","FABRICAR Y VENDER",
"20011136","MEZCLA HELIO-OXIGENO","MESSER COLOMBIA S.A.","INVIMA 2021M-0011004-R2","2010 Jun 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20011136","5","6,5","CILINDRO DE ACERO DE 6.5 M3. COLOR MARRÓN Y BLANCO. EQUIPADO CON VÁLVULAS DE CONEXIÓN ROSCADA CGA","Activo","11/18/2015",,"No","m3","V03AN01","OXIGENO","INHALACION","F","HELIO","%","79","CILINDRO","GAS","MESSER COLOMBIA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19944485","GLIBENCLAMIDA5 MG TABLETAS","PENTACOOP S.A.","INVIMA 2020M-0003691-R2","2004 Aug 17 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","19944485","4","250","CAJA X 250 TABLETAS EN BLISTER PVC/ALUMINIO","Activo","11/10/2006",,"No","U","A10BB01","GLIBENCLAMIDA","ORAL","A","GLIBENCLAMIDA","mg","5","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20098771","TRIMEBUTINA 200 MG + SIMETICONA 120 MG","COLMED LTDA","INVIMA 2021M-0016780-R1","2016 Feb 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20098771","7","40","CAJA POR 40SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO.","Activo","11/06/2015",,"No","U","A03AA05","TRIMEBUTINA","ORAL","A","TRIMEBUTINA MALEATO","mg","200","TABLETA RECUBIERTA","TABLETA RECUBIERTA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19953705","GASTRIDE® TABLETAS","LABORATORIOS LEGRAND S.A.","INVIMA 2021M-0004666-R2","2005 Aug 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19953705","4","2","CAJA POR 2 TABLETAS EN BLISTER PVC/PVDC TRANSPARENTE / ALUMINIO.","Activo","04/23/2008",,"No","U","A03FA99","MOSAPRIDA","ORAL","A","MOSAPRIDA CITRATO DIHIDRATO EQUIVALENTE A MOSAPRIDA BASE 5 MG","mg","5","TABLETA","TABLETA","LABORATORIOS LEGRAND S.A.","FABRICANTE","FABRICAR Y VENDER",
"226424","AKATINOL ®10 MG TABLETAS RECUBIERTAS","MERZ PHARMACEUTICALS GMBH","INVIMA 2020 M-14124 R2","1999 Jan 01 12:00:00 AM","2020 Mar 02 12:00:00 AM","En tramite renov","226424","2","14","MUESTRA MEDICA: CAJA POR 14 TABLETAS EN BLISTER PP / ALUMINIO.","Activo","11/10/2006",,"Si","U","N06DX01","MEMANTINA","ORAL","A","MEMANTINA CLORHIDRATO","mg","10","TABLETA RECUBIERTA","TABLETA RECUBIERTA","ROTTENDORF PHARMA GMBH","FABRICANTE","IMPORTAR Y VENDER",
"20083483","FLUDARABINA","LABORATORIO KEMEX S.A","INVIMA 2021M-0016859-R1","2016 Feb 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20083483","2","5","CAJA PLEGADIZA CON 5 FRASCOSSIN DATOAMPOLLA DESIN DATOVIDRIO TIPO I. INCOLORO CON TAPÓN ELASTOMERICO DE BROMOBUTILO Y PRECINTO FLIP OFF.","Activo","02/17/2016",,"No","U","L01BB05","FLUDARABINA","INTRAVENOSA","A","FLUDARABINA FOSFATO","mg","50","FRASCO AMPOLLA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE","GADOR SAS","IMPORTADOR","IMPORTAR Y VENDER",
"20013902","OXICLARINE® TABLETA","LABORATORIOSBREMYMG S.A.S","INVIMA 2021M-0011098-R2","2010 Jul 19 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20013902","1","4","CAJA POR 4 TABLETAS EN UNSIN DATOBLISTER DE PVC-PVDC/ALUMINIO","Activo","02/23/2010",,"Si","U","R06AX27","DESLORATADINA","ORAL","A","DESLORATADINA","mg","5","TABLETA RECUBIERTA","TABLETA RECUBIERTA","COLOMPACK S.A.","FABRICANTE","FABRICAR Y VENDER",
"1980022","IBUPROFENO TABLETAS RECUBIERTAS X 600 MG","GENFAR S.A","INVIMA 2021M-015017-R3","1999 Jan 01 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","1980022","1","50","CAJA POR 50 TABLETAS EN BLISTER DE PVC / ALUMINIO","Activo","11/10/2006","04/01/2021","No","U","M01AE01","IBUPROFENO","ORAL","A","IBUPROFENO DE COMPRESION DIRECTA DEL 66%909.091 MGEQUIVALENTE A IBUPROFENO","mg","600","TABLETA RECUBIERTA","TABLETA RECUBIERTA","FAREVA VILLA RICA S.A.S.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","42","80","PLEGADIZA POR OCHENTA (80) TABLETAS QUE CONTIENE DIEZ (10) BLÍSTER EN PVC-ALUMINIO POR OCHO (8) TABLETAS.","Activo","05/27/2024",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","250","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","18","7","MUESTRA MÉDICA: CAJA POR 7 CÁPSULAS EN BLISTER ALUMINIO/PVC.","Activo","09/14/2011","04/01/2021","Si","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","1","1","PLEGADIZA POR 12 TABLETAS QUE CONTIENE 1 BLISTER POR 12 TABLETAS.","Activo","06/03/2015",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","250","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20074004","SINUXGEN® TABLETAS","JOINPHARM S.A.S.","INVIMA 2020M-0015972-R1","2015 Jun 25 12:00:00 AM","2020 Aug 20 12:00:00 AM","En tramite renov","20074004","4","100","CAJA PLEGADIZA POR 100 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO POR 10 TABLETAS CADA UNO","Activo","11/19/2014",,"No","U","R06AX27","DESLORATADINA","ORAL","A","DESLORATADINA","mg","5","TABLETA","TABLETA","LABORATORIOS COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
